"claim_id","customer_id","incident_cause","claim_date_raw","claim_date","claim_area","police_report","claim_type","claim_amount_raw","claim_amount","total_policy_claims_raw","total_policy_claims","fraudulent_raw","is_fraudulent"
63175077,84614509,Driver error,"06/23/2018",2018-06-23,Home,Unknown,Injury only,$18308,18308,"1",1,Yes,true
4869668,93766634,Other causes,"06/23/2018",2018-06-23,Auto,No,Injury only,$16940,16940,"1",1,No,false
29078722,68712439,Other driver error,"06/17/2018",2018-06-17,Home,No,Material only,$1600,1600,"1",1,No,false
62679663,88785895,Driver error,"02/22/2018",2018-02-22,Auto,Unknown,Material and injury,$39307,39307,"1",1,Yes,true
29981557,33924586,Natural causes,"04/04/2018",2018-04-04,Auto,Unknown,Material and injury,$28750,28750,"1",1,No,false
59259291,1852176,Driver error,"04/17/2018",2018-04-17,Auto,Unknown,Material only,$1510,1510,"1",1,No,false
35839635,58107776,Other driver error,"04/25/2017",2017-04-25,Auto,Yes,Material only,$1030,1030,"1",1,No,false
46356995,30743608,Other causes,"03/22/2017",2017-03-22,Auto,No,Material only,$2714,2714,"1",1,Yes,true
44524224,50530333,Crime,"06/04/2017",2017-06-04,Auto,Unknown,Material only,$2415,2415,"3",3,Yes,true
56720636,29282358,Other driver error,"01/13/2018",2018-01-13,Auto,No,Material and injury,$39280,39280,"2",2,No,false
5854580,55375167,Crime,"04/05/2017",2017-04-05,Home,Unknown,Material only,$1403,1403,"3",3,Yes,true
24230132,37692329,Driver error,"08/16/2018",2018-08-16,Auto,No,Material and injury,$34300,34300,"1",1,No,false
13479108,2753882,Natural causes,"07/01/2017",2017-07-01,Auto,No,Material only,$2650,2650,"1",1,No,false
63532473,88219691,Other causes,"09/14/2017",2017-09-14,Auto,No,Injury only,$23960,23960,"1",1,No,false
25246596,67722830,Driver error,"08/04/2017",2017-08-04,Auto,No,Material only,$1529.5,1529.5,"3",3,Yes,true
31574986,11321295,Driver error,"02/03/2017",2017-02-03,Auto,No,Material only,$2460,2460,"2",2,No,false
6267263,28502965,Natural causes,"10/10/2017",2017-10-10,Auto,No,Material only,$1620,1620,"1",1,No,false
99444302,51782731,Other driver error,"02/03/2017",2017-02-03,Home,Unknown,Material only,$2790,2790,"1",1,No,false
75651365,76395629,Other causes,"01/27/2017",2017-01-27,Auto,No,Material only,$1210,1210,"1",1,No,false
18499217,20960664,Natural causes,"08/10/2018",2018-08-10,Auto,Yes,Injury only,$19676.5,19676.5,"1",1,Yes,true
56848907,79683883,Other driver error,"09/07/2017",2017-09-07,Auto,No,Material and injury,$27266.5,27266.5,"1",1,Yes,true
30755644,33388786,Other causes,"04/18/2017",2017-04-18,Auto,Yes,Injury only,$33590,33590,"2",2,No,false
2741337,52361935,Natural causes,"10/17/2017",2017-10-17,Auto,Yes,Material only,$2840,2840,"1",1,No,false
86070727,97038550,Other driver error,"02/22/2018",2018-02-22,Home,Unknown,Material and injury,$16790,16790,"1",1,No,false
2913034,25911554,Natural causes,"06/03/2018",2018-06-03,Auto,No,Material only,$1322.5,1322.5,"3",3,Yes,true
74906328,43834942,Natural causes,"07/01/2017",2017-07-01,Auto,Yes,Material and injury,$19900,19900,"1",1,No,false
95114913,17242900,Crime,"11/13/2017",2017-11-13,Auto,No,Material only,$2440,2440,"1",1,No,false
34621474,54094880,Other driver error,"02/17/2017",2017-02-17,Auto,No,Material only,$1529.5,1529.5,"1",1,Yes,true
52223434,59809467,Other driver error,"05/28/2018",2018-05-28,Auto,Unknown,Material only,NA,,NA,,Yes,true
93028492,62204138,Driver error,"10/31/2017",2017-10-31,Auto,Unknown,Material only,$2691,2691,"1",1,Yes,true
76384782,93993324,Driver error,"06/04/2017",2017-06-04,Auto,No,Material only,$3128,3128,"1",1,Yes,true
79219792,84995304,Other driver error,"08/30/2018",2018-08-30,Home,Unknown,Material only,$3036,3036,"1",1,Yes,true
25014071,70955654,Crime,"10/04/2017",2017-10-04,Home,No,Material only,$1173,1173,"1",1,Yes,true
86017636,43274276,Other driver error,"02/15/2018",2018-02-15,Auto,No,Material only,$1200,1200,"4",4,No,false
45535504,23236713,Driver error,"03/14/2018",2018-03-14,Auto,Yes,Injury only,$29960,29960,"1",1,No,false
80169462,76501371,Driver error,"02/15/2018",2018-02-15,Auto,Unknown,Material only,$1970,1970,"1",1,No,false
42474249,56554262,Other causes,"10/09/2018",2018-10-09,Auto,No,Material only,$2090,2090,"1",1,No,false
4567648,48123202,Other driver error,"08/31/2017",2017-08-31,Auto,No,Material only,$2640,2640,NA,,No,false
99775483,93915431,Other causes,"10/30/2018",2018-10-30,Auto,No,Material and injury,$42124.5,42124.5,"1",1,Yes,true
8322480,38560100,Other driver error,"03/16/2017",2017-03-16,Auto,No,Injury only,$21330,21330,"3",3,No,false
83960449,31544049,Driver error,"11/27/2017",2017-11-27,Auto,Unknown,Material only,$1817,1817,"1",1,Yes,true
66563034,68615086,Driver error,"07/07/2018",2018-07-07,Auto,No,Material and injury,$17670,17670,"1",1,No,false
95437929,55535045,Driver error,"04/05/2017",2017-04-05,Auto,No,Material only,$1110,1110,"1",1,No,false
94981713,17988592,Other causes,"07/28/2017",2017-07-28,Auto,No,Material and injury,$32407,32407,"1",1,Yes,true
59593960,4883962,Driver error,"07/15/2017",2017-07-15,Auto,Yes,Material only,$1460,1460,"1",1,No,false
4367748,33812279,Other causes,"05/22/2017",2017-05-22,Auto,Yes,Injury only,$41779.5,41779.5,"1",1,Yes,true
96241162,81854173,Other driver error,"05/09/2017",2017-05-09,Auto,Unknown,Material only,$1850,1850,"1",1,No,false
11682102,24579061,Natural causes,"01/07/2017",2017-01-07,Auto,No,Material only,$1770,1770,"1",1,No,false
26104084,29478976,Crime,"05/21/2018",2018-05-21,Auto,No,Material only,$1160,1160,"1",1,No,false
38641457,10462042,Other causes,"08/03/2018",2018-08-03,Home,No,Material only,$2410,2410,"1",1,No,false
51316495,52265112,Other driver error,"06/11/2017",2017-06-11,Auto,No,Material only,$1520,1520,"2",2,No,false
68533229,53900680,Other causes,"03/29/2017",2017-03-29,Home,Yes,Material and injury,$33900,33900,"2",2,No,false
70210720,69784779,Other driver error,"05/21/2018",2018-05-21,Auto,Yes,Material and injury,$28740,28740,"1",1,No,false
38508652,26810768,Other causes,"07/01/2017",2017-07-01,Auto,No,Material and injury,$23980,23980,"3",3,No,false
10080081,82637319,Other causes,"10/31/2017",2017-10-31,Auto,Unknown,Material only,$1184.5,1184.5,"1",1,Yes,true
6515806,69546065,Crime,"06/18/2017",2017-06-18,Auto,Unknown,Material only,$2104.5,2104.5,"1",1,Yes,true
2056210,67427492,Driver error,"05/29/2017",2017-05-29,Auto,No,Material only,$1040,1040,"1",1,No,false
2581621,18213216,Other causes,"09/12/2018",2018-09-12,Auto,Unknown,Material and injury,$21942,21942,"2",2,Yes,true
25688619,98204394,Driver error,"02/10/2017",2017-02-10,Home,Unknown,Material only,$1550,1550,"6",6,No,false
43680480,63413368,Driver error,"06/30/2018",2018-06-30,Auto,No,Material only,$1740,1740,"2",2,No,false
14698666,91136854,Other driver error,"01/06/2018",2018-01-06,Auto,No,Material only,$2240,2240,"4",4,No,false
18917146,11187680,Other driver error,"03/29/2017",2017-03-29,Auto,Unknown,Material only,$2440,2440,"1",1,No,false
82224237,88205075,Other causes,"03/16/2017",2017-03-16,Auto,Unknown,Injury only,$16460,16460,"1",1,No,false
52339239,40728123,Other causes,"02/10/2017",2017-02-10,Auto,No,Material only,$2590,2590,"1",1,No,false
9476314,65176092,Other causes,"01/01/2017",2017-01-01,Auto,No,Material and injury,$37290,37290,"3",3,No,false
56133273,84229777,Natural causes,"08/11/2017",2017-08-11,Auto,No,Material only,$3128,3128,"1",1,Yes,true
79752814,76093960,Other causes,"05/29/2017",2017-05-29,Auto,Unknown,Material only,$2700,2700,"2",2,No,false
71517851,36994344,Natural causes,"07/27/2018",2018-07-27,Auto,No,Material only,$2280,2280,"1",1,No,false
29519925,68043300,Other driver error,"03/21/2018",2018-03-21,Auto,Unknown,Material only,$2656.5,2656.5,"1",1,Yes,true
2980099,28901669,Crime,"02/02/2018",2018-02-02,Auto,Yes,Injury only,$35178.5,35178.5,"1",1,Yes,true
59959117,86916099,Other driver error,"04/05/2017",2017-04-05,Auto,No,Injury only,$19390,19390,"1",1,No,false
87350000,29826894,Other driver error,"11/06/2017",2017-11-06,Auto,No,Material only,$2730,2730,"5",5,No,false
87230026,79637467,Other causes,"02/17/2017",2017-02-17,Auto,Yes,Injury only,$16700,16700,"1",1,No,false
9588683,36632227,Other driver error,"03/09/2017",2017-03-09,Auto,Unknown,Material only,$2886.5,2886.5,"1",1,Yes,true
87329176,77510822,Other driver error,"10/30/2018",2018-10-30,Auto,Unknown,Material only,NA,,"2",2,No,false
3329988,2651069,Other driver error,"09/07/2017",2017-09-07,Auto,No,Material only,$1932,1932,"1",1,Yes,true
72207767,8150738,Natural causes,"05/01/2018",2018-05-01,Auto,Unknown,Material only,$2210,2210,"1",1,No,false
96723243,67268108,Other driver error,"03/08/2018",2018-03-08,Auto,Yes,Material and injury,$41280,41280,"2",2,No,false
14024069,53907868,Other causes,"04/17/2018",2018-04-17,Auto,Unknown,Material and injury,$26620,26620,"1",1,No,false
74762827,86246733,Driver error,"12/10/2017",2017-12-10,Auto,Unknown,Material and injury,$26520,26520,"2",2,No,false
78826857,45568489,Other driver error,"05/09/2017",2017-05-09,Auto,Yes,Material and injury,$14480,14480,"3",3,No,false
96335300,28032985,Other causes,"03/02/2017",2017-03-02,Auto,No,Material only,$1800,1800,"2",2,No,false
45953414,33210182,Crime,"01/13/2018",2018-01-13,Auto,Yes,Material only,$2020,2020,"1",1,No,false
81667658,24731784,Natural causes,"07/07/2018",2018-07-07,Auto,No,Material only,$1260,1260,"1",1,No,false
5222877,36126424,Driver error,"10/23/2018",2018-10-23,Auto,Unknown,Material and injury,$20550,20550,"1",1,No,false
76523655,95452498,Other causes,"04/05/2017",2017-04-05,Auto,No,Material only,$2219.5,2219.5,"1",1,Yes,true
70512964,22756942,Driver error,"01/01/2017",2017-01-01,Auto,Yes,Injury only,$20310,20310,"1",1,No,false
13217364,62489316,Other causes,"08/31/2017",2017-08-31,Auto,No,Material only,$2330,2330,"1",1,No,false
6174643,4825461,Other driver error,"07/15/2017",2017-07-15,Auto,Yes,Material and injury,$32960,32960,"1",1,No,false
89056979,63915259,Other causes,"09/26/2018",2018-09-26,Home,Yes,Material and injury,$18530,18530,"1",1,No,false
94690483,6723724,Natural causes,"09/27/2017",2017-09-27,Auto,Unknown,Material only,$1679,1679,"1",1,Yes,true
84029944,51719336,Other causes,"01/20/2018",2018-01-20,Home,Unknown,Material only,$2070,2070,"1",1,Yes,true
52259939,89808931,Driver error,"07/20/2018",2018-07-20,Home,No,Material only,$2750,2750,"1",1,No,false
40350951,55105629,Natural causes,"10/17/2017",2017-10-17,Auto,No,Material only,$1860,1860,"1",1,No,false
71274497,79076502,Other driver error,"10/31/2017",2017-10-31,Auto,Unknown,Material only,$1380,1380,"1",1,No,false
49550521,81131066,Other causes,"12/30/2017",2017-12-30,Auto,No,Material only,$1920,1920,"2",2,No,false
45433267,75995055,Other causes,"06/17/2018",2018-06-17,Auto,Yes,Injury only,$36350,36350,"1",1,No,false
43558718,24425429,Natural causes,"10/16/2018",2018-10-16,Auto,No,Material only,$1450,1450,"1",1,No,false
3465669,51382348,Natural causes,"02/23/2017",2017-02-23,Home,No,Injury only,$39928,39928,"1",1,Yes,true
79446773,18842829,Driver error,"03/02/2017",2017-03-02,Auto,No,Material only,$2450,2450,"1",1,No,false
172149,98180346,Other causes,"06/04/2017",2017-06-04,Auto,No,Material only,$2810,2810,"1",1,No,false
52442756,53013094,Natural causes,"06/30/2018",2018-06-30,Auto,Unknown,Material only,NA,,"1",1,No,false
79612644,25263633,Other causes,"06/10/2018",2018-06-10,Auto,No,Material only,$2470,2470,"2",2,No,false
61900903,16444738,Other causes,"08/31/2017",2017-08-31,Auto,No,Material only,$1207.5,1207.5,"1",1,Yes,true
15605014,64231993,Natural causes,"03/01/2018",2018-03-01,Home,No,Material and injury,$29690,29690,"1",1,No,false
81628285,89530919,Driver error,"04/24/2018",2018-04-24,Auto,No,Material only,$2450,2450,"1",1,No,false
98795403,38011078,Crime,"10/30/2018",2018-10-30,Auto,Unknown,Material only,$1940,1940,"1",1,No,false
49252712,76314493,Other driver error,"09/14/2017",2017-09-14,Home,No,Material only,NA,,"1",1,No,false
60882662,51975640,Other driver error,"10/16/2018",2018-10-16,Auto,No,Material and injury,$32150,32150,"2",2,No,false
35866339,47593642,Crime,"04/04/2018",2018-04-04,Auto,Unknown,Material only,$1750,1750,"1",1,No,false
80529502,42439009,Driver error,"03/01/2018",2018-03-01,Auto,Unknown,Injury only,$28950,28950,"1",1,No,false
41063309,51613894,Other causes,"03/28/2018",2018-03-28,Home,Unknown,Material and injury,NA,,"1",1,No,false
69278867,49078798,Natural causes,"02/02/2018",2018-02-02,Auto,No,Material only,$1350,1350,"1",1,No,false
49821811,17822772,Driver error,"03/14/2018",2018-03-14,Auto,Unknown,Injury only,$33200,33200,"1",1,No,false
34596802,94643289,Driver error,"03/14/2018",2018-03-14,Auto,No,Material and injury,$45287,45287,"1",1,Yes,true
3366766,47535244,Natural causes,"06/10/2018",2018-06-10,Auto,No,Material only,$2530,2530,"1",1,Yes,true
18972174,70770204,Driver error,"04/17/2018",2018-04-17,Auto,Unknown,Injury only,$28050,28050,"1",1,No,false
32084957,92171044,Driver error,"07/15/2017",2017-07-15,Auto,No,Material only,$2277,2277,"1",1,Yes,true
44626119,98218159,Other driver error,"12/10/2017",2017-12-10,Auto,No,Material only,$2840,2840,"1",1,No,false
18497939,24112592,Other driver error,"03/28/2018",2018-03-28,Auto,No,Material only,$2130,2130,"1",1,No,false
2031695,97053819,Other causes,"06/03/2018",2018-06-03,Auto,No,Material only,$2070,2070,"1",1,No,false
31272774,88484857,Other causes,"09/19/2018",2018-09-19,Auto,No,Material only,$1900,1900,NA,,No,false
62487859,89965541,Driver error,"12/10/2017",2017-12-10,Auto,No,Material only,$2810,2810,"1",1,No,false
1374365,96431710,Crime,"08/24/2017",2017-08-24,Auto,No,Material and injury,$24713.5,24713.5,"1",1,Yes,true
33911305,13059025,Natural causes,"07/28/2017",2017-07-28,Auto,No,Material only,$2220,2220,"1",1,No,false
3311108,49481916,Other causes,"09/19/2018",2018-09-19,Auto,No,Material only,NA,,"2",2,Yes,true
28520503,10956208,Natural causes,"02/02/2018",2018-02-02,Auto,No,Material only,$1210,1210,"1",1,No,false
76387481,43059280,Natural causes,"06/25/2017",2017-06-25,Home,Yes,Material and injury,$38970,38970,"1",1,No,false
92399694,92971195,Other driver error,"09/26/2018",2018-09-26,Home,No,Material only,$1140,1140,"1",1,No,false
49171996,97578924,Other causes,"08/23/2018",2018-08-23,Home,No,Material only,$2360,2360,"1",1,No,false
33733739,81790039,Driver error,"03/22/2017",2017-03-22,Auto,No,Material and injury,$19640,19640,"1",1,No,false
27931854,36812323,Other driver error,"01/27/2017",2017-01-27,Auto,Yes,Material and injury,$14170,14170,"1",1,No,false
86062955,63544225,Crime,"08/30/2018",2018-08-30,Auto,No,Material only,$1100,1100,"1",1,No,false
70068,4669941,Driver error,"11/06/2017",2017-11-06,Auto,Unknown,Injury only,$29900,29900,"1",1,Yes,true
77337624,64395359,Other causes,"05/22/2017",2017-05-22,Auto,Yes,Injury only,$20970,20970,"1",1,No,false
36457152,25634799,Driver error,"01/01/2017",2017-01-01,Auto,No,Material only,$2900,2900,"2",2,No,false
67359535,31654316,Other driver error,"04/05/2017",2017-04-05,Home,Unknown,Material and injury,$35800,35800,"3",3,No,false
38907463,49499709,Driver error,"05/15/2017",2017-05-15,Auto,No,Material only,$2130,2130,"2",2,No,false
43384286,45415342,Other causes,"06/03/2018",2018-06-03,Auto,No,Material and injury,$24080,24080,"1",1,No,false
18696192,72734097,Driver error,"07/01/2017",2017-07-01,Auto,Yes,Material and injury,$34590,34590,"1",1,No,false
27981652,94707309,Crime,"02/17/2017",2017-02-17,Auto,No,Material only,$1870,1870,"3",3,No,false
34691767,84750181,Other driver error,"03/09/2017",2017-03-09,Home,No,Material only,$2370,2370,"4",4,No,false
47497964,58380749,Other driver error,"12/10/2017",2017-12-10,Auto,Yes,Injury only,$26130,26130,"1",1,No,false
6794881,42345842,Other causes,"12/24/2017",2017-12-24,Auto,Unknown,Material only,$1150,1150,"1",1,Yes,true
26044648,54103924,Driver error,"04/24/2018",2018-04-24,Auto,Unknown,Material and injury,$23370,23370,"3",3,No,false
10605433,48099288,Other causes,"10/09/2018",2018-10-09,Auto,No,Material only,$2090,2090,"1",1,No,false
11113092,57896241,Driver error,"04/05/2017",2017-04-05,Auto,Unknown,Material and injury,$30420,30420,"1",1,No,false
83523623,70730377,Driver error,"03/14/2018",2018-03-14,Auto,No,Material only,$2750,2750,"2",2,No,false
61143364,6125426,Other driver error,"01/13/2018",2018-01-13,Auto,No,Material only,NA,,"1",1,No,false
71246528,48227009,Natural causes,"01/20/2018",2018-01-20,Auto,No,Material only,$1570,1570,"1",1,No,false
66730599,86308184,Other driver error,"08/04/2017",2017-08-04,Auto,Yes,Material only,$1110,1110,"1",1,No,false
94242984,69065193,Other driver error,"10/09/2018",2018-10-09,Auto,Unknown,Material and injury,$36075.5,36075.5,"4",4,Yes,true
95444389,79846638,Crime,"03/09/2017",2017-03-09,Auto,No,Material only,$1260,1260,"1",1,No,false
47371265,38047917,Driver error,"12/17/2017",2017-12-17,Auto,Yes,Injury only,$22440,22440,"1",1,No,false
18736499,73611258,Other driver error,"08/11/2017",2017-08-11,Auto,No,Injury only,$21620,21620,"1",1,No,false
58956535,14696479,Other causes,"02/23/2017",2017-02-23,Auto,No,Material only,$1540,1540,"1",1,No,false
6683382,25166037,Other driver error,"04/12/2017",2017-04-12,Home,Unknown,Injury only,$24610,24610,"1",1,No,false
50906515,1123356,Crime,"08/23/2018",2018-08-23,Auto,No,Material only,$2507,2507,"5",5,Yes,true
71712774,97162684,Other causes,"08/18/2017",2017-08-18,Auto,Unknown,Material and injury,$20769,20769,"1",1,Yes,true
24181936,95055469,Crime,"08/18/2017",2017-08-18,Auto,No,Material only,$2990,2990,"1",1,No,false
7575702,56985179,Driver error,"10/17/2017",2017-10-17,Auto,No,Material only,$2967,2967,"4",4,Yes,true
25993027,69039320,Driver error,"06/03/2018",2018-06-03,Auto,No,Material only,$1780,1780,"1",1,No,false
22476290,84514444,Other causes,"07/08/2017",2017-07-08,Auto,No,Injury only,$30840,30840,"5",5,No,false
75954321,79953263,Other causes,"03/28/2018",2018-03-28,Auto,Yes,Injury only,$32680,32680,"1",1,No,false
50921792,15557396,Other causes,"10/17/2017",2017-10-17,Auto,Yes,Material and injury,NA,,"3",3,No,false
21915563,95002919,Natural causes,"06/30/2018",2018-06-30,Home,No,Material and injury,$31110,31110,"1",1,No,false
75623323,7612094,Natural causes,"09/06/2018",2018-09-06,Auto,No,Material only,$2771.5,2771.5,"1",1,Yes,true
48509529,53260501,Natural causes,"03/02/2017",2017-03-02,Auto,No,Material only,$1000,1000,"1",1,No,false
87476916,92072156,Natural causes,"09/12/2018",2018-09-12,Auto,Yes,Material only,$2970,2970,"1",1,No,false
25416969,77570823,Natural causes,"06/25/2017",2017-06-25,Auto,No,Material only,$2230,2230,"1",1,No,false
24709692,69010101,Natural causes,"04/25/2017",2017-04-25,Auto,Unknown,Material only,$3427,3427,"1",1,Yes,true
26773102,1223055,Natural causes,"10/31/2017",2017-10-31,Auto,Yes,Injury only,$33490,33490,"3",3,No,false
92714664,9884792,Driver error,"09/14/2017",2017-09-14,Auto,Unknown,Injury only,$29630,29630,"1",1,No,false
3502909,1144598,Driver error,"03/22/2017",2017-03-22,Auto,Unknown,Injury only,$25010,25010,"1",1,No,false
26836009,59716520,Other causes,"11/27/2017",2017-11-27,Home,No,Material only,$1020,1020,"1",1,No,false
43253975,59056552,Driver error,"06/30/2018",2018-06-30,Auto,Yes,Injury only,NA,,"1",1,No,false
9075822,25164999,Other driver error,"03/08/2018",2018-03-08,Auto,No,Material only,$1909,1909,"1",1,Yes,true
34549771,70761779,Other causes,"08/24/2017",2017-08-24,Auto,Unknown,Injury only,$14460,14460,"6",6,No,false
1756485,62934102,Other driver error,"05/21/2018",2018-05-21,Auto,Yes,Material and injury,$39280,39280,"3",3,No,false
75847149,11472207,Natural causes,"12/30/2017",2017-12-30,Auto,Unknown,Material and injury,$44367,44367,"1",1,Yes,true
1624094,97856694,Natural causes,"03/02/2017",2017-03-02,Auto,Unknown,Material only,$2392,2392,"1",1,Yes,true
13132889,86818440,Other causes,"03/21/2018",2018-03-21,Auto,Unknown,Material and injury,$31901,31901,"1",1,Yes,true
22577147,66433138,Driver error,"02/23/2017",2017-02-23,Auto,No,Material and injury,$21447.5,21447.5,"2",2,Yes,true
24589924,87806611,Other causes,"03/14/2018",2018-03-14,Auto,Unknown,Material only,$2950,2950,"1",1,No,false
43099766,36252121,Driver error,"11/06/2017",2017-11-06,Auto,No,Injury only,$22000,22000,"4",4,No,false
85048276,19916012,Driver error,"01/14/2017",2017-01-14,Auto,No,Material only,$1860,1860,"1",1,No,false
43196799,79440308,Other causes,"05/22/2017",2017-05-22,Auto,Unknown,Material only,$1620,1620,"1",1,No,false
49818123,23116437,Other driver error,"01/21/2017",2017-01-21,Auto,No,Material only,NA,,"1",1,No,false
7292900,58957713,Other causes,"07/22/2017",2017-07-22,Auto,No,Material only,$2806,2806,"1",1,Yes,true
76290659,4798021,Other driver error,"05/01/2018",2018-05-01,Auto,No,Material only,$1170,1170,"1",1,No,false
84441293,83441797,Other driver error,"05/07/2018",2018-05-07,Auto,No,Material only,$1630,1630,"2",2,No,false
12379231,30154531,Other causes,"10/04/2017",2017-10-04,Auto,No,Material only,$3013,3013,"1",1,Yes,true
47755129,38117638,Other driver error,"02/03/2017",2017-02-03,Auto,No,Material only,$2060,2060,"1",1,No,false
30272514,12112711,Other driver error,"03/16/2017",2017-03-16,Auto,No,Material only,$1276.5,1276.5,"1",1,Yes,true
86258669,4652602,Other causes,"08/16/2018",2018-08-16,Auto,No,Material only,$1320,1320,"1",1,No,false
95320599,45187280,Other causes,"08/11/2017",2017-08-11,Auto,Yes,Injury only,$33030,33030,"2",2,No,false
59321838,77930023,Driver error,"07/01/2017",2017-07-01,Auto,No,Material only,NA,,"1",1,Yes,true
72555621,58934617,Other causes,"09/19/2018",2018-09-19,Auto,Yes,Injury only,$27002,27002,"3",3,Yes,true
83266482,41182960,Other causes,"07/27/2018",2018-07-27,Home,No,Material only,$2060,2060,"1",1,No,false
88595857,64488618,Driver error,"10/17/2017",2017-10-17,Auto,Yes,Material only,$1630,1630,"1",1,No,false
76745084,59793026,Other driver error,"09/07/2017",2017-09-07,Auto,Yes,Material and injury,$40210,40210,"1",1,No,false
16468239,86621072,Other causes,"07/20/2018",2018-07-20,Auto,No,Material only,$1173,1173,"1",1,Yes,true
51476665,47250458,Driver error,"12/30/2017",2017-12-30,Auto,No,Material only,$1630,1630,"2",2,No,false
45642452,35163792,Other causes,"07/20/2018",2018-07-20,Auto,Yes,Material and injury,$20080,20080,"2",2,No,false
72815943,93871952,Other driver error,"07/20/2018",2018-07-20,Auto,Yes,Material and injury,$16880,16880,"3",3,No,false
99281527,32464636,Driver error,"10/31/2017",2017-10-31,Auto,No,Material only,$2323,2323,"1",1,Yes,true
14638010,7583158,Other driver error,"03/16/2017",2017-03-16,Auto,Yes,Injury only,$19820,19820,NA,,No,false
8962657,80670612,Other driver error,"04/10/2018",2018-04-10,Auto,Unknown,Injury only,$20630,20630,"5",5,No,false
58488479,21840201,Driver error,"02/09/2018",2018-02-09,Auto,Yes,Material only,$1510,1510,"1",1,No,false
40759519,29130403,Driver error,"10/03/2018",2018-10-03,Auto,No,Material only,NA,,"1",1,Yes,true
32110693,89806715,Crime,"08/30/2018",2018-08-30,Auto,Unknown,Material only,$1710,1710,"1",1,No,false
93285588,56016139,Natural causes,"04/04/2018",2018-04-04,Auto,Unknown,Material only,$2219.5,2219.5,"1",1,Yes,true
88210615,20028241,Driver error,"05/29/2017",2017-05-29,Auto,No,Material only,$2940,2940,"1",1,No,false
84019240,98341654,Crime,"12/03/2017",2017-12-03,Auto,Unknown,Material only,$2370,2370,"1",1,No,false
21491548,44643917,Other driver error,"09/06/2018",2018-09-06,Auto,Yes,Material and injury,$41320,41320,NA,,No,false
45568058,76185878,Driver error,"11/27/2017",2017-11-27,Auto,No,Material only,$3231.5,3231.5,"1",1,Yes,true
63762170,18665169,Other causes,"07/22/2017",2017-07-22,Auto,No,Injury only,$37500,37500,"2",2,No,false
28889442,17177153,Other causes,"09/20/2017",2017-09-20,Auto,Unknown,Material only,$2670,2670,"1",1,No,false
61678713,84736739,Other driver error,"12/03/2017",2017-12-03,Auto,Yes,Material and injury,$35800,35800,"1",1,No,false
6234135,20110599,Other causes,"04/05/2017",2017-04-05,Auto,Unknown,Material only,$2050,2050,"1",1,No,false
37251197,15635627,Other causes,"08/10/2018",2018-08-10,Auto,Yes,Material only,NA,,"1",1,No,false
95057151,3374112,Natural causes,"03/01/2018",2018-03-01,Auto,Yes,Material and injury,$25580,25580,"1",1,No,false
16011067,78415715,Natural causes,"10/10/2017",2017-10-10,Auto,Unknown,Material and injury,$39370,39370,"1",1,No,false
63446024,83080037,Driver error,"01/13/2018",2018-01-13,Auto,Unknown,Injury only,$17250,17250,"1",1,No,false
61885878,74017955,Driver error,"12/30/2017",2017-12-30,Auto,Unknown,Material only,$2090,2090,NA,,No,false
59248480,33372791,Other causes,"06/18/2017",2017-06-18,Auto,No,Material only,$2430,2430,"1",1,No,false
11123788,48874104,Natural causes,"01/14/2017",2017-01-14,Auto,No,Material only,$1700,1700,"1",1,No,false
45511318,61822144,Driver error,"08/11/2017",2017-08-11,Auto,Unknown,Material only,NA,,"1",1,No,false
23742797,95418320,Driver error,"08/30/2018",2018-08-30,Auto,No,Material only,$2820,2820,"1",1,No,false
59407693,26450621,Natural causes,"05/21/2018",2018-05-21,Auto,No,Material only,$2960,2960,"1",1,No,false
46459799,64622520,Natural causes,"11/27/2017",2017-11-27,Auto,No,Material only,$2170,2170,"3",3,No,false
92089192,32521691,Driver error,"10/16/2018",2018-10-16,Auto,No,Material only,$2320,2320,"4",4,No,false
28708429,39444603,Driver error,"12/03/2017",2017-12-03,Auto,No,Material only,$2320,2320,"1",1,No,false
75363718,48960366,Driver error,"04/04/2018",2018-04-04,Auto,No,Material and injury,$31450,31450,"1",1,No,false
15267466,80701300,Other causes,"09/06/2018",2018-09-06,Auto,Yes,Material only,$1150,1150,"2",2,Yes,true
38645590,13275896,Natural causes,"08/04/2017",2017-08-04,Auto,No,Material and injury,$23450,23450,"1",1,No,false
27334507,62816998,Other driver error,"05/02/2017",2017-05-02,Auto,No,Injury only,$13710,13710,"2",2,No,false
61950339,21969808,Natural causes,"05/21/2018",2018-05-21,Auto,No,Material only,$1725,1725,"1",1,Yes,true
85427127,85700566,Other causes,"01/13/2018",2018-01-13,Auto,Unknown,Material and injury,$16100,16100,"1",1,No,false
9552601,81138909,Other causes,"03/22/2017",2017-03-22,Auto,Unknown,Material only,$2580,2580,"1",1,No,false
5182265,31115028,Other driver error,"03/28/2018",2018-03-28,Auto,Unknown,Material only,$2600,2600,"1",1,No,false
27490821,59843845,Driver error,"10/03/2018",2018-10-03,Auto,No,Material and injury,$25730,25730,"2",2,No,false
39605405,75471235,Natural causes,"08/10/2018",2018-08-10,Auto,No,Material and injury,$40540,40540,"1",1,No,false
5425811,37365245,Natural causes,"01/14/2017",2017-01-14,Auto,No,Material only,$1500,1500,"2",2,No,false
91660260,30886292,Other driver error,"08/24/2017",2017-08-24,Auto,Unknown,Material only,$2950,2950,"1",1,No,false
